name	replicate	replicate_full	rsid	hgnc	sample	type	PCR	prefix	Read_1_file	Read_2_file	bam
C2CD5	g3	C2CD5_1_23_g3	rs76639840	C2CD5	23	gDNA	NA	1_23_g3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-23-g3_S75_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-23-g3_S75_L001_R2_001.fastq.gz	NA
C2CD5	g4	C2CD5_1_23_g4	rs76639840	C2CD5	23	gDNA	NA	1_23_g4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-23-g4_S76_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-23-g4_S76_L001_R2_001.fastq.gz	NA
CUX1	c1	CUX1_1_19_c1	rs139141690	CUX1	19	cDNA	NA	1_19_c1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c1_S29_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c1_S29_L001_R2_001.fastq.gz	NA
CUX1	c2	CUX1_1_19_c2	rs139141690	CUX1	19	cDNA	NA	1_19_c2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c2_S30_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c2_S30_L001_R2_001.fastq.gz	NA
CUX1	c3	CUX1_1_19_c3	rs139141690	CUX1	19	cDNA	NA	1_19_c3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c3_S31_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c3_S31_L001_R2_001.fastq.gz	NA
CUX1	c4	CUX1_1_19_c4	rs139141690	CUX1	19	cDNA	NA	1_19_c4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c4_S32_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c4_S32_L001_R2_001.fastq.gz	NA
CUX1	c5	CUX1_1_19_c5	rs139141690	CUX1	19	cDNA	NA	1_19_c5	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c5_S33_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c5_S33_L001_R2_001.fastq.gz	NA
CUX1	c6	CUX1_1_19_c6	rs139141690	CUX1	19	cDNA	NA	1_19_c6	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c6_S34_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c6_S34_L001_R2_001.fastq.gz	NA
CUX1	c7	CUX1_1_19_c7	rs139141690	CUX1	19	cDNA	NA	1_19_c7	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c7_S35_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c7_S35_L001_R2_001.fastq.gz	NA
CUX1	c8	CUX1_1_19_c8	rs139141690	CUX1	19	cDNA	NA	1_19_c8	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c8_S36_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-c8_S36_L001_R2_001.fastq.gz	NA
CUX1	g1	CUX1_1_19_g1	rs139141690	CUX1	19	gDNA	NA	1_19_g1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g1_S25_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g1_S25_L001_R2_001.fastq.gz	NA
CUX1	g2	CUX1_1_19_g2	rs139141690	CUX1	19	gDNA	NA	1_19_g2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g2_S26_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g2_S26_L001_R2_001.fastq.gz	NA
CUX1	g3	CUX1_1_19_g3	rs139141690	CUX1	19	gDNA	NA	1_19_g3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g3_S27_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g3_S27_L001_R2_001.fastq.gz	NA
CUX1	g4	CUX1_1_19_g4	rs139141690	CUX1	19	gDNA	NA	1_19_g4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g4_S28_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-19-g4_S28_L001_R2_001.fastq.gz	NA
DNMT1	c1	DNMT1_1_22_c1	rs117064827	DNMT1	22	cDNA	NA	1_22_c1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c1_S65_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c1_S65_L001_R2_001.fastq.gz	NA
DNMT1	c2	DNMT1_1_22_c2	rs117064827	DNMT1	22	cDNA	NA	1_22_c2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c2_S66_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c2_S66_L001_R2_001.fastq.gz	NA
DNMT1	c3	DNMT1_1_22_c3	rs117064827	DNMT1	22	cDNA	NA	1_22_c3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c3_S67_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c3_S67_L001_R2_001.fastq.gz	NA
DNMT1	c4	DNMT1_1_22_c4	rs117064827	DNMT1	22	cDNA	NA	1_22_c4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c4_S68_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c4_S68_L001_R2_001.fastq.gz	NA
DNMT1	c5	DNMT1_1_22_c5	rs117064827	DNMT1	22	cDNA	NA	1_22_c5	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c5_S69_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c5_S69_L001_R2_001.fastq.gz	NA
DNMT1	c6	DNMT1_1_22_c6	rs117064827	DNMT1	22	cDNA	NA	1_22_c6	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c6_S70_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c6_S70_L001_R2_001.fastq.gz	NA
DNMT1	c7	DNMT1_1_22_c7	rs117064827	DNMT1	22	cDNA	NA	1_22_c7	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c7_S71_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c7_S71_L001_R2_001.fastq.gz	NA
DNMT1	c8	DNMT1_1_22_c8	rs117064827	DNMT1	22	cDNA	NA	1_22_c8	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c8_S72_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-c8_S72_L001_R2_001.fastq.gz	NA
DNMT1	g1	DNMT1_1_22_g1	rs117064827	DNMT1	22	gDNA	NA	1_22_g1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g1_S61_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g1_S61_L001_R2_001.fastq.gz	NA
DNMT1	g2	DNMT1_1_22_g2	rs117064827	DNMT1	22	gDNA	NA	1_22_g2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g2_S62_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g2_S62_L001_R2_001.fastq.gz	NA
DNMT1	g3	DNMT1_1_22_g3	rs117064827	DNMT1	22	gDNA	NA	1_22_g3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g3_S63_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g3_S63_L001_R2_001.fastq.gz	NA
DNMT1	g4	DNMT1_1_22_g4	rs117064827	DNMT1	22	gDNA	NA	1_22_g4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g4_S64_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-22-g4_S64_L001_R2_001.fastq.gz	NA
EPB41	c1	EPB41_1_24_c1	rs115820925	EPB41	24	cDNA	NA	1_24_c1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c1_S89_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c1_S89_L001_R2_001.fastq.gz	NA
EPB41	c2	EPB41_1_24_c2	rs115820925	EPB41	24	cDNA	NA	1_24_c2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c2_S90_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c2_S90_L001_R2_001.fastq.gz	NA
EPB41	c3	EPB41_1_24_c3	rs115820925	EPB41	24	cDNA	NA	1_24_c3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c3_S91_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c3_S91_L001_R2_001.fastq.gz	NA
EPB41	c4	EPB41_1_24_c4	rs115820925	EPB41	24	cDNA	NA	1_24_c4	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c4_S92_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c4_S92_L001_R2_001.fastq.gz	NA
EPB41	c5	EPB41_1_24_c5	rs115820925	EPB41	24	cDNA	NA	1_24_c5	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c5_S93_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c5_S93_L001_R2_001.fastq.gz	NA
EPB41	c6	EPB41_1_24_c6	rs115820925	EPB41	24	cDNA	NA	1_24_c6	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c6_S94_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c6_S94_L001_R2_001.fastq.gz	NA
EPB41	c7	EPB41_1_24_c7	rs115820925	EPB41	24	cDNA	NA	1_24_c7	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c7_S95_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c7_S95_L001_R2_001.fastq.gz	NA
EPB41	c8	EPB41_1_24_c8	rs115820925	EPB41	24	cDNA	NA	1_24_c8	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c8_S96_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-c8_S96_L001_R2_001.fastq.gz	NA
EPB41	g1	EPB41_1_24_g1	rs115820925	EPB41	24	gDNA	NA	1_24_g1	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g1_S85_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g1_S85_L001_R2_001.fastq.gz	NA
EPB41	g2	EPB41_1_24_g2	rs115820925	EPB41	24	gDNA	NA	1_24_g2	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g2_S86_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g2_S86_L001_R2_001.fastq.gz	NA
EPB41	g3	EPB41_1_24_g3	rs115820925	EPB41	24	gDNA	NA	1_24_g3	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g3_S87_L001_R1_001.fastq.gz	/nfs/team151/WetLab/GenIE/Sequencing/Genie_2_0_and_2_1_seq_walkup_257/Miseq_walkup_140099163/FASTQ_Generation_2020-02-12_09_50_38Z-205720515/Genie2-1-24-g3_S87_L001_R2_001.fastq.gz	NA
